,Bigram,Count
27548,Jato afirma,13
27534,Justiça eleitoral,13
27533,publicado nesta,13
27532,Para conseguir,13
27530,apoio popular,13
27529,afastada Dilma,13
27520,virou alvo,13
27509,única maneira,13
27501,forma irregular,13
27496,financiar campanhas,13
27352,advogado criminalista,13
27492,ser considerados,13
27339,ser colocado,13
27171,Fachin negou,13
27220,mandar prender,13
27217,demais ministros,13
27215,caso concreto,13
27205,Temer assumiu,13
27199,livre comércio,13
27195,viagem oficial,13
27194,governador Rodrigo,13
27189,ter nenhum,13
27187,certeza absoluta,13
27184,Moura disse,13
27183,atirou contra,13
27172,três ministros,13
27168,enquanto ainda,13
27225,Rio 2016,13
27163,unidade 141,13
27158,ganhou repercussão,13
27142,Moro condenou,13
27126,Norte Kim,13
27121,preventiva decretada,13
27117,pode significar,13
27113,terra natal,13
27104,candidato próprio,13
27101,TRF4 Lula,13
27337,senador Álvaro,13
27099,dois presos,13
27098,Guarda Civil,13
27222,duas últimas,13
27181,Maia PPSBA,13
27227,Odebrecht Segundo,13
27287,pode representar,13
27332,novos sócios,13
27329,melhor momento,13
27228,Temer Segundo,13
27328,suposto envolvimento,13
27321,divulgou nesta,13
27309,London Bridge,13
27308,desde julho,13
27302,Luislinda Valois,13
27301,qualquer participação,13
27296,Temer segundo,13
27292,Vai ter,13
27288,outras legendas,13
27303,maior apreensão,13
27336,ficar inelegível,13
27252,ter condições,13
27233,Cristiana Lôbo,13
27235,reportagem publicada,13
27283,algumas mudanças,13
27236,Sérgio Etchegoyen,13
27247,Câmara Legislativa,13
27238,Lúcia presidente,13
27265,ainda durante,13
27267,dois agentes,13
27268,pesquisa sobre,13
27280,Salles Ramos,13
29590,mercado interno,12
29574,havia afirmado,12
29585,naquele país,12
29582,esclarecimentos sobre,12
29578,dando conta,12
29576,primeira versão,12
29546,têm menos,12
29547,contra corrupção,12
29573,propriedade rural,12
29572,defesa aérea,12
29570,ficha limpa,12
29562,Requião PMDBPR,12
29561,Broadcast Político,12
29592,alguns especialistas,12
29565,parte importante,12
29632,parada cardíaca,12
29600,atos processuais,12
29601,própria defesa,12
29602,sido realizadas,12
29607,Brasília nesta,12
29613,próprios delatores,12
29614,novos depoimentos,12
29618,Claudio Lamachia,12
29620,sobre supostas,12
29623,Câmara rejeitou,12
29626,apenas oito,12
29635,crime cometido,12
29641,cada seis,12
29644,ordem internacional,12
29540,mercado imobiliário,12
29642,Batista afirmou,12
29545,novos casos,12
29369,tudo começou,12
29523,deste processo,12
29410,pode abrir,12
29357,Segundo relatório,12
29659,cinema brasileiro,12
29358,fortes indícios,12
29365,Mauricio Macri,12
29366,problemas psicológicos,12
29368,Diversidade Sexual,12
29373,Sul onde,12
29379,prova cabal,12
29380,Segundo Janot,12
29388,campo político,12
29390,desses partidos,12
29391,Partido Novo,12
29396,aponta ainda,12
29407,parte desses,12
29428,Câmara afirmou,12
29522,Com efeito,12
29433,Serraglio PMDBPR,12
29440,Allianz Parque,12
29444,qualquer medida,12
29461,Anistia Internacional,12
29483,ponto percentual,12
29485,Joesley afirmou,12
29489,própria família,12
29497,horas semanais,12
29498,dar apoio,12
29502,Presidente Prudente,12
29505,dez pessoas,12
29507,ser publicada,12
29515,condomínio Solaris,12
29520,Operação Janus,12
29652,informações falsas,12
29929,Belas Artes,12
29666,considerado culpado,12
29904,decisões sobre,12
29836,vamos dizer,12
29843,provas entregues,12
29859,iguais perante,12
29860,Zavascki morto,12
29866,Cunha afirmou,12
29879,tantas outras,12
29881,regra geral,12
29883,ameaça real,12
29892,ser concluído,12
29897,ECONOMIST NEWSPAPER,12
29898,NEWSPAPER LIMITED,12
29899,LIMITED DIREITOS,12
29900,TEXTO ORIGINAL,12
29903,Leonel Brizola,12
29908,terceiro lugar,12
29668,recursos contra,12
29916,poderia chegar,12
29918,Aécio afirmou,12
29920,propina pago,12
29924,Lula declarou,12
29927,programação completa,12
29930,ministros Moreira,12
29947,desses recursos,12
29951,diversas formas,12
29953,Renan Filho,12
29956,Aeroporto Internacional,12
29957,135 milhões,12
29958,Desenvolvimento Indústria,12
29968,homem armado,12
29355,qualquer vantagem,12
29827,Benjamin relator,12
29825,três últimos,12
29821,Jato desde,12
29816,deveria fazer,12
29670,princípio constitucional,12
29683,Ferraço PSDBES,12
29689,Inteligência Abin,12
29700,Confederação Nacional,12
29702,três países,12
29712,Outras duas,12
29722,Outro caso,12
29728,Pedro Augusto,12
29738,luta política,12
29742,tudo certo,12
29756,menos oito,12
29759,Regimento Interno,12
29762,bossa nova,12
29775,caso Lula,12
29777,denúncia Temer,12
29779,contou ter,12
29780,Machado afirmou,12
29782,citou ainda,12
29785,ainda afirmou,12
29788,outros setores,12
29790,receita líquida,12
29801,base naval,12
29803,manifestou sobre,12
29804,perícia técnica,12
29805,deputado Vicente,12
29806,ser retirado,12
29809,outra metade,12
29813,Vamos ver,12
29815,Aeronáuticos Cenipa,12
29356,Luis Claudio,12
28822,Franklin Magalhães,12
29353,aceitou denúncia,12
28967,agressões verbais,12
28906,quer ver,12
28910,sala onde,12
28912,grandes nomes,12
28913,anos 1930,12
28924,terceira denúncia,12
28925,obras realizadas,12
28930,momento oportuno,12
28936,mesma cidade,12
28937,sempre negou,12
28940,Pessoa DHPP,12
28950,Uma semana,12
28957,ter chegado,12
28960,sendo alvo,12
28965,diferentes áreas,12
28971,ser definida,12
29038,Teto MTST,12
28980,João Goulart,12
28984,TSE ministro,12
28987,Wilson Carlos,12
28995,governo petista,12
28996,disputa política,12
29005,Jato Além,12
29007,ainda existe,12
29012,feito antes,12
29016,premiada firmado,12
29019,Palocci recebeu,12
29020,Moro decidiu,12
29024,Ele fazia,12
29027,gabinete presidencial,12
29031,União Nacional,12
28901,pontos turísticos,12
28898,três quatro,12
28893,tempo hábil,12
28889,bem sucedida,12
28728,segundo colocado,12
28732,Câmara Federal,12
28738,boas práticas,12
28743,novos projetos,12
28758,população sobre,12
28769,última etapa,12
28776,ser utilizado,12
28779,Não queremos,12
28793,curto período,12
28799,Por tudo,12
28801,principais nomes,12
28802,alto índice,12
28804,últimas eleições,12
28813,espectro político,12
28816,país ainda,12
28821,estar preso,12
28826,dez minutos,12
28829,sigilo telefônico,12
28831,podia ter,12
28833,obter benefícios,12
28839,Sua mãe,12
28847,maneira diferente,12
28856,lutando contra,12
28857,Santo Agostinho,12
28863,dar prosseguimento,12
28864,contra parlamentares,12
28872,conseguiu fazer,12
28883,tantos anos,12
28888,Ordem GLO,12
29037,dois andares,12
29040,empregada doméstica,12
29349,relações comerciais,12
29282,força tarefa,12
29190,cita ainda,12
29192,Perguntado sobre,12
29195,belas paisagens,12
29212,disputar eleições,12
29213,país” disse,12
29217,governo afirmou,12
29231,maior incidência,12
29237,continuar sendo,12
29246,grandes questões,12
29248,concedeu entrevista,12
29262,ser interpretado,12
29263,governo norteamericano,12
29267,exportações brasileiras,12
29274,avó materna,12
29289,Lava Jato’,12
29046,Meu filho,12
29290,República Deltan,12
29295,novos fatos,12
29297,novas provas,12
29309,Nos primeiros,12
29313,recebido qualquer,12
29316,anos ainda,12
29319,autodenominado Estado,12
29320,Odebrecht entregou,12
29321,Nada disso,12
29334,48a fase,12
29335,Paulo Vieira,12
29339,diz Temer,12
29341,mil postos,12
29346,Temer chegou,12
29189,golpe contra,12
29185,principais responsáveis,12
29175,certo ponto,12
29172,botão nuclear,12
29050,apartamento onde,12
29051,início desta,12
29054,ser difícil,12
29059,outras atividades,12
29064,determinou ainda,12
29065,práticas criminosas,12
29074,expresidentes Lula,12
29075,Justiça Não,12
29080,sido feitas,12
29082,preso nesta,12
29085,Quando cheguei,12
29087,Federal afirma,12
29088,Dilma Lula,12
29096,nessa ação,12
29103,Não fiz,12
29109,ser definido,12
29114,texto constitucional,12
29120,devem fazer,12
29123,Estados Americanos,12
29124,300 pessoas,12
29125,pessoas segundo,12
29136,medidas tomadas,12
29144,Eleitoral MPE,12
29145,duas possibilidades,12
29159,propina recebida,12
29162,serem feitas,12
29163,advogados afirmam,12
29166,onde nasceu,12
29170,falar nisso,12
29994,meses seguintes,12
